"COUNTRY","Country","PRODUCT","Product","FLOW","Flow","TIME","Time","Value","Flag Codes","Flags"
"FIN","Finland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2009","2009",18.218,,
"FIN","Finland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2010","2010",20.469,,
"FIN","Finland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",24.479,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2000","2000",18.938,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2001","2001",25.455,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2002","2002",39.319,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2003","2003",34.59,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2004","2004",40.979,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2005","2005",55.948,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2006","2006",68.73,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2007","2007",87.851,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2008","2008",111.735,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2009","2009",185.039,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2010","2010",138.682,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2011","2011",185.926,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2000","2000",754.356,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2001","2001",518.993,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2002","2002",768.385,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2003","2003",772.178,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2004","2004",763.7,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",734.218,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2006","2006",695.876,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2007","2007",700.272,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2008","2008",727.71,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2009","2009",706.095,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2010","2010",666.454,,
"FRA","France","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",735.857,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2000","2000",105.892,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2001","2001",100.761,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2002","2002",106.381,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2003","2003",96.394,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2004","2004",78.05,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2005","2005",125.233,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2006","2006",120.699,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2007","2007",122.725,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2008","2008",157.673,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2009","2009",239.849,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2010","2010",246.096,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2011","2011",312.27,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2000","2000",210.599,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2001","2001",180.943,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2002","2002",165.419,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2003","2003",194.041,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2004","2004",192.807,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",188.112,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2006","2006",191.805,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2007","2007",190.067,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2008","2008",208.555,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2009","2009",278.222,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2010","2010",262.807,,
"DEU","Germany","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",283.849,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2002","2002",172.052,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2008","2008",92.451,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2000","2000",1.476,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2002","2002",14.074,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2001","2001",3.764,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",16.927,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2003","2003",1.621,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2008","2008",21.249,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2004","2004",3.912,,
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",0,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2004","2004",,"L","Missing value; data exist but were not collected"
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2005","2005",53.899,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2010","2010",5.737,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2001","2001",60.765,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2001","2001",3.534,,
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",,"L","Missing value; data exist but were not collected"
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2008","2008",,"L","Missing value; data exist but were not collected"
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2000","2000",0,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2010","2010",13.526,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2004","2004",3.857,,
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2003","2003",0,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2001","2001",,"L","Missing value; data exist but were not collected"
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2004","2004",,"L","Missing value; data exist but were not collected"
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2011","2011",149.92,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2009","2009",0.488,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2007","2007",5.91,,
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2002","2002",0.795,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2003","2003",0,,
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2010","2010",12.861,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2006","2006",0.548,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2008","2008",182.865,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2007","2007",0,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2007","2007",4.645,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2011","2011",890.805,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2010","2010",172.957,,
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2002","2002",75.861,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2002","2002",1.478,,
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2006","2006",1.001,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2005","2005",227.521,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2007","2007",249.929,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2000","2000",34.802,,
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2001","2001",,"L","Missing value; data exist but were not collected"
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2008","2008",26.305,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2010","2010",2.632,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2000","2000",1.331,,
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2005","2005",66.84,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2006","2006",0.12,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2007","2007",86.14,,
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2010","2010",,"L","Missing value; data exist but were not collected"
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2002","2002",2.693,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2002","2002",1.445,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2009","2009",79.568,,
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2009","2009",0.899,,
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2011","2011",17.189,,
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2005","2005",4.592,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",19.914,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",0.012,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2003","2003",,"L","Missing value; data exist but were not collected"
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",0,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2006","2006",0,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2004","2004",242.356,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2003","2003",40.748,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2002","2002",25.713,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2002","2002",0,,
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2008","2008",99.608,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2006","2006",241.096,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2008","2008",0,,
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2011","2011",150.065,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2000","2000",,"L","Missing value; data exist but were not collected"
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2009","2009",76.839,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",0.568,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2000","2000",,"L","Missing value; data exist but were not collected"
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2006","2006",47.614,,
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",92.455,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2000","2000",149.993,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",2444.602,,
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2000","2000",166.115,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2003","2003",140.895,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2008","2008",0.496,,
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2003","2003",71.571,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",0,,
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2008","2008",,"L","Missing value; data exist but were not collected"
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2007","2007",,"L","Missing value; data exist but were not collected"
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",114.675,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2007","2007",0,,
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2004","2004",,"L","Missing value; data exist but were not collected"
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2003","2003",16.892,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",219.639,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2001","2001",136.012,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2000","2000",2561.839,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2004","2004",305.513,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2006","2006",248.018,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2007","2007",0,,
"GRC","Greece","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2004","2004",,"L","Missing value; data exist but were not collected"
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2002","2002",140.634,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2008","2008",68.275,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",0,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",0.488,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2002","2002",2843.584,,
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2001","2001",,"L","Missing value; data exist but were not collected"
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2011","2011",66.624,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2004","2004",,"L","Missing value; data exist but were not collected"
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2005","2005",4.879,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2004","2004",0,,
"NLD","Netherlands","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2001","2001",31.915,,
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2001","2001",,"L","Missing value; data exist but were not collected"
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2007","2007",186.118,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2011","2011",1840.636,,
"LUX","Luxembourg","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2002","2002",,"L","Missing value; data exist but were not collected"
"ITA","Italy","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",108.024,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2009","2009",2356.233,,
"IRL","Ireland","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2005","2005",1.148,,
"JPN","Japan","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2008","2008",2382.047,,
"KOR","Korea","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2006","2006",75.053,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2008","2008",14.395,,
"HUN","Hungary","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2008","2008",5.641,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","NUCLEAR","GROUP 4: NUCLEAR","2008","2008",0,,
"NZL","New Zealand","RDDUSD","Total RD&D in Million USD (2019 prices and exch. rates)","RENEWABLE","GROUP 3: RENEWABLE ENERGY SOURCES","2002","2002",2.575,,
